,uri,influentialCitationCount,isOpenAccess,isPublisherLicensed,numCitedBy,numCiting,paperId,url,venue,year,fieldsOfStudy,topics
0,https://w3id.org/scholarlydata/inproceedings/dc-2010/paper/main/A-1010,4,False,False,25,35,4a71479a4c7192df9eb733c00d2c741debb61fda,https://www.semanticscholar.org/paper/4a71479a4c7192df9eb733c00d2c741debb61fda,Dublin Core Conference,2010.0,"[""Computer Science""]","[{""topic"": ""Linked data"", ""topicId"": ""6202"", ""url"": ""https://www.semanticscholar.org/topic/6202""}, {""topic"": ""Semantic Web"", ""topicId"": ""4275"", ""url"": ""https://www.semanticscholar.org/topic/4275""}, {""topic"": ""Library (computing)"", ""topicId"": ""7027"", ""url"": ""https://www.semanticscholar.org/topic/7027""}, {""topic"": ""Software developer"", ""topicId"": ""52487"", ""url"": ""https://www.semanticscholar.org/topic/52487""}, {""topic"": ""Open-source software"", ""topicId"": ""8878"", ""url"": ""https://www.semanticscholar.org/topic/8878""}, {""topic"": ""Batch processing"", ""topicId"": ""138"", ""url"": ""https://www.semanticscholar.org/topic/138""}, {""topic"": ""Vocabulary"", ""topicId"": ""14901"", ""url"": ""https://www.semanticscholar.org/topic/14901""}, {""topic"": ""Gene Ontology Term Enrichment"", ""topicId"": ""1268889"", ""url"": ""https://www.semanticscholar.org/topic/1268889""}, {""topic"": ""Library classification"", ""topicId"": ""519763"", ""url"": ""https://www.semanticscholar.org/topic/519763""}, {""topic"": ""Algorithm"", ""topicId"": ""305"", ""url"": ""https://www.semanticscholar.org/topic/305""}]"
1,https://w3id.org/scholarlydata/inproceedings/dc-2010/paper/main/A-1046,0,False,False,6,7,ceafebeb15f56ffdbde3ecd9917b5ad5cea1c3f6,https://www.semanticscholar.org/paper/ceafebeb15f56ffdbde3ecd9917b5ad5cea1c3f6,Dublin Core Conference,2010.0,"[""Computer Science""]","[{""topic"": ""Dublin Core"", ""topicId"": ""302105"", ""url"": ""https://www.semanticscholar.org/topic/302105""}, {""topic"": ""Information management"", ""topicId"": ""33722"", ""url"": ""https://www.semanticscholar.org/topic/33722""}, {""topic"": ""Web resource"", ""topicId"": ""65511"", ""url"": ""https://www.semanticscholar.org/topic/65511""}, {""topic"": ""Web content management system"", ""topicId"": ""403867"", ""url"": ""https://www.semanticscholar.org/topic/403867""}, {""topic"": ""Information architecture"", ""topicId"": ""331189"", ""url"": ""https://www.semanticscholar.org/topic/331189""}, {""topic"": ""Information needs"", ""topicId"": ""40284"", ""url"": ""https://www.semanticscholar.org/topic/40284""}, {""topic"": ""Iteration"", ""topicId"": ""11823"", ""url"": ""https://www.semanticscholar.org/topic/11823""}, {""topic"": ""Domain-specific language"", ""topicId"": ""81892"", ""url"": ""https://www.semanticscholar.org/topic/81892""}, {""topic"": ""Intel Developer Forum"", ""topicId"": ""1266972"", ""url"": ""https://www.semanticscholar.org/topic/1266972""}, {""topic"": ""Enterprise architecture"", ""topicId"": ""8775"", ""url"": ""https://www.semanticscholar.org/topic/8775""}]"
2,https://w3id.org/scholarlydata/inproceedings/dc-2010/paper/main/A-1009,0,False,False,4,14,e600700aaedb843395cfb0dee10846bf516ee0ce,https://www.semanticscholar.org/paper/e600700aaedb843395cfb0dee10846bf516ee0ce,Dublin Core Conference,2010.0,"[""Computer Science""]","[{""topic"": ""Embedded system"", ""topicId"": ""4423"", ""url"": ""https://www.semanticscholar.org/topic/4423""}, {""topic"": ""Library (computing)"", ""topicId"": ""7027"", ""url"": ""https://www.semanticscholar.org/topic/7027""}, {""topic"": ""Archive"", ""topicId"": ""2451"", ""url"": ""https://www.semanticscholar.org/topic/2451""}]"
3,https://w3id.org/scholarlydata/inproceedings/dc-2010/paper/posters/A-994,0,True,False,5,30,f59339f57afc58989ef197a0f1105cb699bdb5ab,https://www.semanticscholar.org/paper/f59339f57afc58989ef197a0f1105cb699bdb5ab,Dublin Core Conference,2010.0,"[""Computer Science"", ""Geography""]","[{""topic"": ""Public library"", ""topicId"": ""107495"", ""url"": ""https://www.semanticscholar.org/topic/107495""}, {""topic"": ""Log analysis"", ""topicId"": ""194721"", ""url"": ""https://www.semanticscholar.org/topic/194721""}, {""topic"": ""Social search"", ""topicId"": ""383577"", ""url"": ""https://www.semanticscholar.org/topic/383577""}, {""topic"": ""Transaction log"", ""topicId"": ""194729"", ""url"": ""https://www.semanticscholar.org/topic/194729""}, {""topic"": ""User-generated content"", ""topicId"": ""83106"", ""url"": ""https://www.semanticscholar.org/topic/83106""}, {""topic"": ""Tag cloud"", ""topicId"": ""221373"", ""url"": ""https://www.semanticscholar.org/topic/221373""}, {""topic"": ""Information discovery"", ""topicId"": ""938345"", ""url"": ""https://www.semanticscholar.org/topic/938345""}, {""topic"": ""Internet Movie Database (IMDb)"", ""topicId"": ""314402"", ""url"": ""https://www.semanticscholar.org/topic/314402""}, {""topic"": ""Tag (metadata)"", ""topicId"": ""344078"", ""url"": ""https://www.semanticscholar.org/topic/344078""}, {""topic"": ""Bibliographic record"", ""topicId"": ""664328"", ""url"": ""https://www.semanticscholar.org/topic/664328""}, {""topic"": ""Information needs"", ""topicId"": ""40284"", ""url"": ""https://www.semanticscholar.org/topic/40284""}, {""topic"": ""Inventory theory"", ""topicId"": ""123522"", ""url"": ""https://www.semanticscholar.org/topic/123522""}, {""topic"": ""Relevance"", ""topicId"": ""503"", ""url"": ""https://www.semanticscholar.org/topic/503""}, {""topic"": ""Library (computing)"", ""topicId"": ""7027"", ""url"": ""https://www.semanticscholar.org/topic/7027""}]"
4,https://w3id.org/scholarlydata/inproceedings/dc-2010/paper/posters/A-1016,0,False,False,0,0,7ef76914b3de41a06a39dc88db6e4457457da349,https://www.semanticscholar.org/paper/7ef76914b3de41a06a39dc88db6e4457457da349,Dublin Core Conference,2010.0,"[""Computer Science""]","[{""topic"": ""Dublin Core"", ""topicId"": ""302105"", ""url"": ""https://www.semanticscholar.org/topic/302105""}, {""topic"": ""Learning object metadata"", ""topicId"": ""71036"", ""url"": ""https://www.semanticscholar.org/topic/71036""}, {""topic"": ""Folksonomy"", ""topicId"": ""190547"", ""url"": ""https://www.semanticscholar.org/topic/190547""}, {""topic"": ""Social network"", ""topicId"": ""12426"", ""url"": ""https://www.semanticscholar.org/topic/12426""}, {""topic"": ""Software project management"", ""topicId"": ""74173"", ""url"": ""https://www.semanticscholar.org/topic/74173""}, {""topic"": ""Conceptualization (information science)"", ""topicId"": ""159864"", ""url"": ""https://www.semanticscholar.org/topic/159864""}, {""topic"": ""Open-source software"", ""topicId"": ""8878"", ""url"": ""https://www.semanticscholar.org/topic/8878""}, {""topic"": ""Relevance"", ""topicId"": ""503"", ""url"": ""https://www.semanticscholar.org/topic/503""}, {""topic"": ""Case preservation"", ""topicId"": ""1284567"", ""url"": ""https://www.semanticscholar.org/topic/1284567""}]"
5,https://w3id.org/scholarlydata/inproceedings/dc-2010/paper/main/A-1033,0,False,False,2,13,d996b3af762f4ba9fba47b8b887207d9c0d4c366,https://www.semanticscholar.org/paper/d996b3af762f4ba9fba47b8b887207d9c0d4c366,Dublin Core Conference,2010.0,"[""Computer Science""]","[{""topic"": ""Remote Database Access"", ""topicId"": ""1365976"", ""url"": ""https://www.semanticscholar.org/topic/1365976""}]"
6,https://w3id.org/scholarlydata/inproceedings/dc-2010/paper/posters/A-1002,0,False,False,1,2,beb8073d60369b0557f0914d452e099da75ffdfa,https://www.semanticscholar.org/paper/beb8073d60369b0557f0914d452e099da75ffdfa,Dublin Core Conference,2010.0,"[""Computer Science""]","[{""topic"": ""Vocabulary"", ""topicId"": ""14901"", ""url"": ""https://www.semanticscholar.org/topic/14901""}, {""topic"": ""Taxonomy (general)"", ""topicId"": ""8319"", ""url"": ""https://www.semanticscholar.org/topic/8319""}, {""topic"": ""eric"", ""topicId"": ""55288"", ""url"": ""https://www.semanticscholar.org/topic/55288""}, {""topic"": ""Thesaurus"", ""topicId"": ""14892"", ""url"": ""https://www.semanticscholar.org/topic/14892""}, {""topic"": ""Semantics (computer science)"", ""topicId"": ""926"", ""url"": ""https://www.semanticscholar.org/topic/926""}, {""topic"": ""Database"", ""topicId"": ""1307"", ""url"": ""https://www.semanticscholar.org/topic/1307""}]"
7,https://w3id.org/scholarlydata/inproceedings/dc-2010/paper/main/A-1013,0,False,False,2,10,7157fbce1928fb9e6ed63a69accd890a34bb7c9f,https://www.semanticscholar.org/paper/7157fbce1928fb9e6ed63a69accd890a34bb7c9f,Dublin Core Conference,2010.0,"[""Computer Science""]","[{""topic"": ""Entity"", ""topicId"": ""6664"", ""url"": ""https://www.semanticscholar.org/topic/6664""}, {""topic"": ""Semantic Web"", ""topicId"": ""4275"", ""url"": ""https://www.semanticscholar.org/topic/4275""}, {""topic"": ""Programming paradigm"", ""topicId"": ""29522"", ""url"": ""https://www.semanticscholar.org/topic/29522""}, {""topic"": ""XML"", ""topicId"": ""12722"", ""url"": ""https://www.semanticscholar.org/topic/12722""}, {""topic"": ""Turned A"", ""topicId"": ""227375"", ""url"": ""https://www.semanticscholar.org/topic/227375""}, {""topic"": ""BrookGPU"", ""topicId"": ""93771"", ""url"": ""https://www.semanticscholar.org/topic/93771""}, {""topic"": ""Hubbard model"", ""topicId"": ""37071"", ""url"": ""https://www.semanticscholar.org/topic/37071""}, {""topic"": ""Emotion Markup Language"", ""topicId"": ""1931744"", ""url"": ""https://www.semanticscholar.org/topic/1931744""}, {""topic"": ""Resource Description Framework"", ""topicId"": ""6020"", ""url"": ""https://www.semanticscholar.org/topic/6020""}]"
8,https://w3id.org/scholarlydata/inproceedings/dc-2010/paper/posters/A-1031,0,False,True,3,9,57b27d924c2ad5632331ee473f9fd63de00c8bf6,https://www.semanticscholar.org/paper/57b27d924c2ad5632331ee473f9fd63de00c8bf6,Dublin Core Conference,2010.0,"[""Computer Science""]","[{""topic"": ""Simple Knowledge Organization System"", ""topicId"": ""639257"", ""url"": ""https://www.semanticscholar.org/topic/639257""}, {""topic"": ""Semantic Web"", ""topicId"": ""4275"", ""url"": ""https://www.semanticscholar.org/topic/4275""}, {""topic"": ""Thesaurus"", ""topicId"": ""14892"", ""url"": ""https://www.semanticscholar.org/topic/14892""}, {""topic"": ""Taxonomy (general)"", ""topicId"": ""8319"", ""url"": ""https://www.semanticscholar.org/topic/8319""}, {""topic"": ""Controlled vocabulary"", ""topicId"": ""14822"", ""url"": ""https://www.semanticscholar.org/topic/14822""}, {""topic"": ""Data model"", ""topicId"": ""52131"", ""url"": ""https://www.semanticscholar.org/topic/52131""}, {""topic"": ""Linked data"", ""topicId"": ""6202"", ""url"": ""https://www.semanticscholar.org/topic/6202""}, {""topic"": ""Interoperability"", ""topicId"": ""21510"", ""url"": ""https://www.semanticscholar.org/topic/21510""}, {""topic"": ""Network switch"", ""topicId"": ""7961"", ""url"": ""https://www.semanticscholar.org/topic/7961""}, {""topic"": ""Database"", ""topicId"": ""1307"", ""url"": ""https://www.semanticscholar.org/topic/1307""}, {""topic"": ""USB hub"", ""topicId"": ""5963"", ""url"": ""https://www.semanticscholar.org/topic/5963""}]"
9,https://w3id.org/scholarlydata/inproceedings/dc-2010/paper/main/A-1032,0,False,False,2,12,9ad5fe196654b368866776deaeeefad6f913b4fe,https://www.semanticscholar.org/paper/9ad5fe196654b368866776deaeeefad6f913b4fe,Dublin Core Conference,2010.0,"[""Computer Science""]","[{""topic"": ""Dublin Core"", ""topicId"": ""302105"", ""url"": ""https://www.semanticscholar.org/topic/302105""}, {""topic"": ""Semantic interoperability"", ""topicId"": ""64195"", ""url"": ""https://www.semanticscholar.org/topic/64195""}, {""topic"": ""Information retrieval"", ""topicId"": ""2867"", ""url"": ""https://www.semanticscholar.org/topic/2867""}, {""topic"": ""PRISM (surveillance program)"", ""topicId"": ""80339"", ""url"": ""https://www.semanticscholar.org/topic/80339""}, {""topic"": ""Subject matter expert Turing test"", ""topicId"": ""2448823"", ""url"": ""https://www.semanticscholar.org/topic/2448823""}, {""topic"": ""Informatics"", ""topicId"": ""37528"", ""url"": ""https://www.semanticscholar.org/topic/37528""}, {""topic"": ""Organizing (structure)"", ""topicId"": ""7824"", ""url"": ""https://www.semanticscholar.org/topic/7824""}, {""topic"": ""Ruby Document format"", ""topicId"": ""3702740"", ""url"": ""https://www.semanticscholar.org/topic/3702740""}]"
